device,baseline_hour,baseline_price_eur_kwh,energy_kwh,baseline_cost_eur,recommended_hour,price_eur_kwh,estimated_cost_eur,date,savings_eur,savings_pct
Termo eléctrico,20,0.2311,2.5,0.5778,2,0.1317,0.3293,2023-07-26,0.2485,43.0079612322603
Lavadora,20,0.2197,1.0,0.2197,16,0.1325,0.1325,2023-07-27,0.0872,39.69048702776513
Lavavajillas,20,0.2197,1.3,0.2856,15,0.1352,0.1758,2023-07-27,0.10980000000000001,38.445378151260506
Secadora,20,0.2197,2.0,0.4394,17,0.1358,0.2717,2023-07-27,0.16770000000000002,38.16568047337278
Termo eléctrico,20,0.2197,2.5,0.5492,14,0.138,0.3449,2023-07-27,0.20430000000000004,37.19956300072834
Lavadora,20,0.2196,1.0,0.2196,14,0.1327,0.1327,2023-07-28,0.08689999999999998,39.5719489981785
Lavavajillas,20,0.2196,1.3,0.2855,15,0.1345,0.1748,2023-07-28,0.11069999999999997,38.7740805604203
Secadora,20,0.2196,2.0,0.4392,16,0.137,0.2741,2023-07-28,0.16509999999999997,37.59107468123861
Termo eléctrico,20,0.2196,2.5,0.549,4,0.1361,0.3403,2023-07-28,0.20870000000000005,38.01457194899818
Lavadora,20,0.1398,1.0,0.1398,14,0.0492,0.0492,2023-07-29,0.09060000000000001,64.8068669527897
Lavavajillas,20,0.1398,1.3,0.1817,15,0.0493,0.0641,2023-07-29,0.1176,64.72206934507429
Secadora,20,0.1398,2.0,0.2795,16,0.0592,0.1183,2023-07-29,0.1612,57.67441860465116
Termo eléctrico,20,0.1398,2.5,0.3494,13,0.0682,0.1706,2023-07-29,0.1788,51.173440183171145
Lavadora,20,0.1339,1.0,0.1339,11,0.0405,0.0405,2023-07-30,0.09339999999999998,69.75354742345033
Lavavajillas,20,0.1339,1.3,0.174,16,0.0439,0.057,2023-07-30,0.11699999999999999,67.24137931034483
Secadora,20,0.1339,2.0,0.2677,17,0.0463,0.0925,2023-07-30,0.1752,65.44639521852821
Termo eléctrico,20,0.1339,2.5,0.3346,13,0.0542,0.1355,2023-07-30,0.1991,59.5038852361028
Lavadora,20,0.2026,1.0,0.2026,16,0.1262,0.1262,2023-07-31,0.0764,37.70977295162882
Lavavajillas,20,0.2026,1.3,0.2633,15,0.1278,0.1661,2023-07-31,0.09719999999999998,36.91606532472464
Secadora,20,0.2026,2.0,0.4051,14,0.13,0.2601,2023-07-31,0.14500000000000002,35.79363120217231
Termo eléctrico,20,0.2026,2.5,0.5064,2,0.1196,0.2991,2023-07-31,0.20729999999999998,40.93601895734597
Lavadora,20,0.2109,1.0,0.2109,14,0.1182,0.1182,2023-08-01,0.0927,43.95448079658606
Lavavajillas,20,0.2109,1.3,0.2742,16,0.1184,0.1539,2023-08-01,0.12029999999999999,43.87308533916849
Secadora,20,0.2109,2.0,0.4219,15,0.1195,0.239,2023-08-01,0.1829,43.35150509599431
Termo eléctrico,20,0.2109,2.5,0.5273,4,0.1124,0.281,2023-08-01,0.24629999999999996,46.70965294898539
Lavadora,20,0.1929,1.0,0.1929,15,0.073,0.073,2023-08-02,0.11989999999999999,62.15655780196994
Lavavajillas,20,0.1929,1.3,0.2507,16,0.0772,0.1004,2023-08-02,0.1503,59.95213402473075
Secadora,20,0.1929,2.0,0.3857,14,0.0999,0.1999,2023-08-02,0.1858,48.17215452424164
Termo eléctrico,20,0.1929,2.5,0.4822,17,0.1048,0.2621,2023-08-02,0.22010000000000002,45.644960597262546
Lavadora,20,0.197,1.0,0.197,14,0.0716,0.0716,2023-08-03,0.1254,63.654822335025386
Lavavajillas,20,0.197,1.3,0.2562,15,0.0748,0.0972,2023-08-03,0.15899999999999997,62.06088992974238
Secadora,20,0.197,2.0,0.3941,16,0.0758,0.1516,2023-08-03,0.2425,61.53260593757929
Termo eléctrico,20,0.197,2.5,0.4926,17,0.104,0.26,2023-08-03,0.23259999999999997,47.21883881445391
Lavadora,20,0.1929,1.0,0.1929,16,0.0813,0.0813,2023-08-04,0.11159999999999999,57.853810264385686
Lavavajillas,20,0.1929,1.3,0.2508,15,0.0899,0.1168,2023-08-04,0.134,53.42902711323764
Secadora,20,0.1929,2.0,0.3859,17,0.0903,0.1806,2023-08-04,0.2053,53.200310961388965
Termo eléctrico,20,0.1929,2.5,0.4824,14,0.1032,0.258,2023-08-04,0.2244,46.517412935323385
Lavadora,20,0.1249,1.0,0.1249,15,0.0536,0.0536,2023-08-05,0.0713,57.08566853482786
Lavavajillas,20,0.1249,1.3,0.1623,16,0.0542,0.0705,2023-08-05,0.0918,56.56192236598891
Secadora,20,0.1249,2.0,0.2497,17,0.0548,0.1095,2023-08-05,0.1402,56.14737685222266
Termo eléctrico,20,0.1249,2.5,0.3122,14,0.064,0.1601,2023-08-05,0.15209999999999999,48.71877001921845
Lavadora,20,0.1088,1.0,0.1088,15,0.0242,0.0242,2023-08-06,0.0846,77.75735294117648
Lavavajillas,20,0.1088,1.3,0.1414,14,0.0243,0.0316,2023-08-06,0.1098,77.65205091937764
Secadora,20,0.1088,2.0,0.2175,16,0.0246,0.0491,2023-08-06,0.1684,77.42528735632183
Termo eléctrico,20,0.1088,2.5,0.2719,17,0.0281,0.0702,2023-08-06,0.2017,74.18168444280985
Lavadora,20,0.2247,1.0,0.2247,15,0.1067,0.1067,2023-08-07,0.11800000000000001,52.514463729417
Lavavajillas,20,0.2247,1.3,0.2921,14,0.1076,0.1399,2023-08-07,0.15220000000000003,52.10544334132147
Secadora,20,0.2247,2.0,0.4493,16,0.1108,0.2216,2023-08-07,0.22769999999999999,50.67883374137547
Termo eléctrico,20,0.2247,2.5,0.5617,4,0.0836,0.2089,2023-08-07,0.3528,62.80932882321524
Lavadora,20,0.2224,1.0,0.2224,7,0.1308,0.1308,2023-08-08,0.09159999999999999,41.18705035971223
Lavavajillas,20,0.2224,1.3,0.2891,15,0.1331,0.1731,2023-08-08,0.11600000000000002,40.1245243860256
Secadora,20,0.2224,2.0,0.4448,16,0.1333,0.2666,2023-08-08,0.17819999999999997,40.06294964028776
Termo eléctrico,20,0.2224,2.5,0.556,4,0.123,0.3076,2023-08-08,0.24840000000000007,44.676258992805764
Lavadora,20,0.2311,1.0,0.2311,15,0.1316,0.1316,2023-08-09,0.0995,43.054954565123325
Lavavajillas,20,0.2311,1.3,0.3004,14,0.1324,0.1721,2023-08-09,0.1283,42.709720372836216
Secadora,20,0.2311,2.0,0.4622,16,0.1329,0.2658,2023-08-09,0.19640000000000002,42.492427520553875
Termo eléctrico,20,0.2311,2.5,0.5778,4,0.124,0.3099,2023-08-09,0.26789999999999997,46.365524402907575
Lavadora,20,0.2281,1.0,0.2281,16,0.1363,0.1363,2023-08-10,0.09179999999999999,40.24550635686102
Lavavajillas,20,0.2281,1.3,0.2965,15,0.1368,0.1778,2023-08-10,0.11869999999999997,40.033726812816184
Secadora,20,0.2281,2.0,0.4562,14,0.1377,0.2754,2023-08-10,0.18080000000000002,39.631740464708464
Termo eléctrico,20,0.2281,2.5,0.5703,4,0.1432,0.3581,2023-08-10,0.21220000000000006,37.20848676135368
Lavadora,20,0.2412,1.0,0.2412,16,0.1451,0.1451,2023-08-11,0.09609999999999999,39.8424543946932
Lavavajillas,20,0.2412,1.3,0.3136,15,0.1453,0.1889,2023-08-11,0.12469999999999998,39.764030612244895
Secadora,20,0.2412,2.0,0.4824,14,0.1472,0.2945,2023-08-11,0.1879,38.95107794361526
Termo eléctrico,20,0.2412,2.5,0.603,5,0.1526,0.3814,2023-08-11,0.22159999999999996,36.74958540630182
Lavadora,20,0.1532,1.0,0.1532,16,0.1009,0.1009,2023-08-12,0.0523,34.13838120104439
Lavavajillas,20,0.1532,1.3,0.1991,17,0.1027,0.1335,2023-08-12,0.06559999999999999,32.94826720241085
Secadora,20,0.1532,2.0,0.3064,15,0.1031,0.2063,2023-08-12,0.1001,32.66971279373368
Termo eléctrico,20,0.1532,2.5,0.383,14,0.1057,0.2642,2023-08-12,0.11880000000000002,31.018276762402092
Lavadora,20,0.15,1.0,0.15,15,0.0302,0.0302,2023-08-13,0.11979999999999999,79.86666666666666
Lavavajillas,20,0.15,1.3,0.195,14,0.0335,0.0436,2023-08-13,0.1514,77.64102564102564
Secadora,20,0.15,2.0,0.3,13,0.0394,0.0788,2023-08-13,0.2212,73.73333333333333
Termo eléctrico,20,0.15,2.5,0.375,11,0.0409,0.1022,2023-08-13,0.2728,72.74666666666666
Lavadora,20,0.2249,1.0,0.2249,14,0.1208,0.1208,2023-08-14,0.10409999999999998,46.2872387727879
Lavavajillas,20,0.2249,1.3,0.2924,15,0.1291,0.1679,2023-08-14,0.1245,42.578659370725035
Secadora,20,0.2249,2.0,0.4499,16,0.1331,0.2661,2023-08-14,0.18380000000000002,40.853523005112244
Termo eléctrico,20,0.2249,2.5,0.5623,17,0.1342,0.3355,2023-08-14,0.2268,40.33434109905744
Lavadora,20,0.1677,1.0,0.1677,15,0.0717,0.0717,2023-08-15,0.09599999999999999,57.24508050089445
Lavavajillas,20,0.1677,1.3,0.218,14,0.1001,0.1301,2023-08-15,0.0879,40.321100917431195
Secadora,20,0.1677,2.0,0.3353,16,0.1008,0.2015,2023-08-15,0.13379999999999997,39.904563077840734
Termo eléctrico,20,0.1677,2.5,0.4192,13,0.1034,0.2584,2023-08-15,0.1608,38.3587786259542
Lavadora,20,0.2416,1.0,0.2416,14,0.1419,0.1419,2023-08-16,0.09970000000000001,41.266556291390735
Lavavajillas,20,0.2416,1.3,0.3141,15,0.1444,0.1877,2023-08-16,0.12639999999999998,40.2419611588666
Secadora,20,0.2416,2.0,0.4832,16,0.1511,0.3023,2023-08-16,0.1809,37.437913907284766
Termo eléctrico,20,0.2416,2.5,0.604,4,0.1208,0.302,2023-08-16,0.302,50.0
Lavadora,20,0.242,1.0,0.242,14,0.1438,0.1438,2023-08-17,0.09819999999999998,40.57851239669421
Lavavajillas,20,0.242,1.3,0.3146,15,0.147,0.1911,2023-08-17,0.1235,39.25619834710744
Secadora,20,0.242,2.0,0.484,16,0.1499,0.2998,2023-08-17,0.18419999999999997,38.05785123966942
Termo eléctrico,20,0.242,2.5,0.605,2,0.1454,0.3635,2023-08-17,0.2415,39.917355371900825
Lavadora,20,0.2313,1.0,0.2313,14,0.1398,0.1398,2023-08-18,0.0915,39.559014267185475
Lavavajillas,20,0.2313,1.3,0.3007,16,0.1434,0.1864,2023-08-18,0.11430000000000001,38.011306950448954
Secadora,20,0.2313,2.0,0.4627,15,0.1435,0.287,2023-08-18,0.17570000000000002,37.97276853252648
Termo eléctrico,20,0.2313,2.5,0.5783,17,0.146,0.3649,2023-08-18,0.21340000000000003,36.90126232059485
Lavadora,20,0.1742,1.0,0.1742,14,0.1158,0.1158,2023-08-19,0.058399999999999994,33.524684270952925
Lavavajillas,20,0.1742,1.3,0.2265,15,0.1163,0.1512,2023-08-19,0.0753,33.24503311258278
Secadora,20,0.1742,2.0,0.3485,16,0.1164,0.2328,2023-08-19,0.11569999999999997,33.19942611190817
Termo eléctrico,20,0.1742,2.5,0.4356,12,0.1166,0.2914,2023-08-19,0.1442,33.10376492194674
Lavadora,20,0.177,1.0,0.177,15,0.1129,0.1129,2023-08-20,0.06409999999999999,36.21468926553672
Lavavajillas,20,0.177,1.3,0.2301,16,0.1137,0.1478,2023-08-20,0.08230000000000001,35.76705780095611
Secadora,20,0.177,2.0,0.354,14,0.1141,0.2282,2023-08-20,0.1258,35.53672316384181
Termo eléctrico,20,0.177,2.5,0.4425,12,0.1141,0.2852,2023-08-20,0.1573,35.548022598870055
Lavadora,20,0.2619,1.0,0.2619,15,0.1521,0.1521,2023-08-21,0.10980000000000001,41.92439862542955
Lavavajillas,20,0.2619,1.3,0.3405,14,0.1527,0.1985,2023-08-21,0.14200000000000002,41.70337738619677
Secadora,20,0.2619,2.0,0.5238,16,0.1576,0.3152,2023-08-21,0.20860000000000006,39.824360442917154
Termo eléctrico,20,0.2619,2.5,0.6548,4,0.1329,0.3322,2023-08-21,0.32260000000000005,49.26695174098962
Lavadora,20,0.26,1.0,0.26,14,0.1548,0.1548,2023-08-22,0.10520000000000002,40.46153846153847
Lavavajillas,20,0.26,1.3,0.338,15,0.1548,0.2013,2023-08-22,0.13670000000000002,40.443786982248525
Secadora,20,0.26,2.0,0.5199,16,0.1587,0.3175,2023-08-22,0.20240000000000002,38.93056356991729
Termo eléctrico,20,0.26,2.5,0.6499,4,0.142,0.3551,2023-08-22,0.2948,45.36082474226804
Lavadora,20,0.2825,1.0,0.2825,14,0.1711,0.1711,2023-08-23,0.11139999999999997,39.43362831858406
Lavavajillas,20,0.2825,1.3,0.3673,15,0.1717,0.2233,2023-08-23,0.14400000000000002,39.205009528995376
Secadora,20,0.2825,2.0,0.565,16,0.1772,0.3543,2023-08-23,0.21069999999999994,37.292035398230084
Termo eléctrico,20,0.2825,2.5,0.7063,4,0.1456,0.3641,2023-08-23,0.34220000000000006,48.44966728019256
Lavadora,20,0.279,1.0,0.279,14,0.1698,0.1698,2023-08-24,0.10920000000000002,39.13978494623656
Lavavajillas,20,0.279,1.3,0.3627,17,0.1707,0.2219,2023-08-24,0.14080000000000004,38.819961400606566
Secadora,20,0.279,2.0,0.5579,15,0.1766,0.3533,2023-08-24,0.20459999999999995,36.673238931708184
Termo eléctrico,20,0.279,2.5,0.6974,4,0.1552,0.3879,2023-08-24,0.3095,44.379122454832235
Lavadora,20,0.251,1.0,0.251,17,0.1467,0.1467,2023-08-25,0.1043,41.55378486055777
Lavavajillas,20,0.251,1.3,0.3262,16,0.1469,0.191,2023-08-25,0.1352,41.44696505211527
Secadora,20,0.251,2.0,0.5019,15,0.1482,0.2964,2023-08-25,0.20550000000000002,40.94441123729827
Termo eléctrico,20,0.251,2.5,0.6274,4,0.13,0.3249,2023-08-25,0.30249999999999994,48.21485495696525
Lavadora,20,0.1587,1.0,0.1587,15,0.113,0.113,2023-08-26,0.045700000000000005,28.796471329552613
Lavavajillas,20,0.1587,1.3,0.2063,14,0.113,0.1469,2023-08-26,0.05940000000000001,28.79301987396995
Secadora,20,0.1587,2.0,0.3174,16,0.12,0.2401,2023-08-26,0.07730000000000001,24.354127284183996
Termo eléctrico,20,0.1587,2.5,0.3967,13,0.1225,0.3063,2023-08-26,0.09039999999999998,22.788001008318624
Lavadora,20,0.1407,1.0,0.1407,14,0.0254,0.0254,2023-08-27,0.11529999999999999,81.94740582800284
Lavavajillas,20,0.1407,1.3,0.183,13,0.0263,0.0342,2023-08-27,0.1488,81.31147540983606
Secadora,20,0.1407,2.0,0.2815,12,0.0272,0.0545,2023-08-27,0.22699999999999998,80.63943161634103
Termo eléctrico,20,0.1407,2.5,0.3518,15,0.0274,0.0685,2023-08-27,0.2833,80.5287094940307
Lavadora,20,0.2448,1.0,0.2448,16,0.0926,0.0926,2023-08-28,0.1522,62.173202614379086
Lavavajillas,20,0.2448,1.3,0.3182,15,0.1041,0.1354,2023-08-28,0.1828,57.448145820238835
Secadora,20,0.2448,2.0,0.4896,17,0.1043,0.2087,2023-08-28,0.2809,57.373366013071895
Termo eléctrico,20,0.2448,2.5,0.612,4,0.1103,0.2758,2023-08-28,0.3362,54.934640522875824
Lavadora,20,0.2447,1.0,0.2447,16,0.1379,0.1379,2023-08-29,0.1068,43.64527993461382
Lavavajillas,20,0.2447,1.3,0.3181,15,0.139,0.1806,2023-08-29,0.13749999999999998,43.22540081735303
Secadora,20,0.2447,2.0,0.4893,17,0.139,0.278,2023-08-29,0.2113,43.184140609033314
Termo eléctrico,20,0.2447,2.5,0.6117,5,0.1294,0.3235,2023-08-29,0.2882,47.1145986594736
Lavadora,20,0.2494,1.0,0.2494,16,0.1446,0.1446,2023-08-30,0.1048,42.02085004009623
Lavavajillas,20,0.2494,1.3,0.3242,15,0.1472,0.1913,2023-08-30,0.1329,40.99321406539173
Secadora,20,0.2494,2.0,0.4988,17,0.1472,0.2945,2023-08-30,0.20430000000000004,40.958299919807544
Termo eléctrico,20,0.2494,2.5,0.6235,3,0.1309,0.3272,2023-08-30,0.29630000000000006,47.522052927024866
Lavadora,20,0.2489,1.0,0.2489,15,0.1428,0.1428,2023-08-31,0.1061,42.62756126958618
Lavavajillas,20,0.2489,1.3,0.3236,14,0.1429,0.1857,2023-08-31,0.1379,42.614338689740414
Secadora,20,0.2489,2.0,0.4979,16,0.1455,0.291,2023-08-31,0.20690000000000003,41.55452902189195
Termo eléctrico,20,0.2489,2.5,0.6224,2,0.1387,0.3467,2023-08-31,0.27569999999999995,44.296272493573255
Lavadora,20,0.2361,1.0,0.2361,16,0.1318,0.1318,2023-09-01,0.1043,44.17619652689538
Lavavajillas,20,0.2361,1.3,0.3069,15,0.1319,0.1715,2023-09-01,0.1354,44.11860540892798
Secadora,20,0.2361,2.0,0.4721,14,0.1374,0.2748,2023-09-01,0.19730000000000003,41.79199322177505
Termo eléctrico,20,0.2361,2.5,0.5902,17,0.1389,0.3472,2023-09-01,0.24299999999999994,41.17248390376143
Lavadora,20,0.1676,1.0,0.1676,15,0.1127,0.1127,2023-09-02,0.054900000000000004,32.756563245823386
Lavavajillas,20,0.1676,1.3,0.2178,16,0.114,0.1482,2023-09-02,0.0696,31.955922865013775
Secadora,20,0.1676,2.0,0.3351,14,0.1149,0.2297,2023-09-02,0.10540000000000002,31.453297523127432
Termo eléctrico,20,0.1676,2.5,0.4189,13,0.1157,0.2893,2023-09-02,0.1296,30.93817140128909
Lavadora,20,0.1422,1.0,0.1422,15,0.0275,0.0275,2023-09-03,0.1147,80.66104078762308
Lavavajillas,20,0.1422,1.3,0.1848,16,0.0278,0.0362,2023-09-03,0.14859999999999998,80.4112554112554
Secadora,20,0.1422,2.0,0.2843,17,0.0291,0.0582,2023-09-03,0.2261,79.52866690116075
Termo eléctrico,20,0.1422,2.5,0.3554,14,0.0293,0.0734,2023-09-03,0.282,79.34721440630274
Lavadora,20,0.2506,1.0,0.2506,15,0.1066,0.1066,2023-09-04,0.144,57.46209098164405
Lavavajillas,20,0.2506,1.3,0.3257,16,0.1071,0.1393,2023-09-04,0.18639999999999998,57.23058028860915
Secadora,20,0.2506,2.0,0.5011,14,0.1094,0.2187,2023-09-04,0.2824,56.35601676312113
Termo eléctrico,20,0.2506,2.5,0.6264,4,0.0938,0.2346,2023-09-04,0.3917999999999999,62.54789272030651
Lavadora,20,0.2597,1.0,0.2597,14,0.1364,0.1364,2023-09-05,0.12329999999999999,47.47785906815557
Lavavajillas,20,0.2597,1.3,0.3377,15,0.1396,0.1815,2023-09-05,0.1562,46.25407166123779
Secadora,20,0.2597,2.0,0.5195,16,0.1472,0.2943,2023-09-05,0.22519999999999996,43.34937439846005
Termo eléctrico,20,0.2597,2.5,0.6494,3,0.1213,0.3032,2023-09-05,0.34619999999999995,53.31074838312288
Lavadora,20,0.2627,1.0,0.2627,14,0.132,0.132,2023-09-06,0.13069999999999998,49.75256947087933
Lavavajillas,20,0.2627,1.3,0.3415,15,0.1357,0.1764,2023-09-06,0.16510000000000002,48.34553440702783
Secadora,20,0.2627,2.0,0.5254,16,0.146,0.292,2023-09-06,0.2334,44.4232965359726
Termo eléctrico,20,0.2627,2.5,0.6567,4,0.1318,0.3295,2023-09-06,0.32719999999999994,49.824881985686
Lavadora,20,0.2566,1.0,0.2566,14,0.1352,0.1352,2023-09-07,0.12140000000000001,47.31098986749805
Lavavajillas,20,0.2566,1.3,0.3336,15,0.1363,0.1772,2023-09-07,0.1564,46.882494004796165
Secadora,20,0.2566,2.0,0.5132,16,0.1429,0.2858,2023-09-07,0.2274,44.310210444271235
Termo eléctrico,20,0.2566,2.5,0.6415,5,0.1254,0.3135,2023-09-07,0.32799999999999996,51.13016367887763
Lavadora,20,0.261,1.0,0.261,14,0.1334,0.1334,2023-09-08,0.12760000000000002,48.88888888888889
Lavavajillas,20,0.261,1.3,0.3392,15,0.1341,0.1743,2023-09-08,0.1649,48.61438679245283
Secadora,20,0.261,2.0,0.5219,16,0.1458,0.2915,2023-09-08,0.23040000000000005,44.14638819697261
Termo eléctrico,20,0.261,2.5,0.6524,5,0.1204,0.301,2023-09-08,0.3514,53.862660944206006
Lavadora,20,0.1777,1.0,0.1777,15,0.0852,0.0852,2023-09-09,0.0925,52.054023635340464
Lavavajillas,20,0.1777,1.3,0.2311,14,0.0925,0.1202,2023-09-09,0.1109,47.9878840328862
Secadora,20,0.1777,2.0,0.3555,13,0.1024,0.2048,2023-09-09,0.15069999999999997,42.390998593530234
Termo eléctrico,20,0.1777,2.5,0.4444,12,0.1083,0.2708,2023-09-09,0.17360000000000003,39.06390639063907
Lavadora,20,0.168,1.0,0.168,15,0.0818,0.0818,2023-09-10,0.08620000000000001,51.30952380952382
Lavavajillas,20,0.168,1.3,0.2185,14,0.1036,0.1347,2023-09-10,0.08380000000000001,38.35240274599543
Secadora,20,0.168,2.0,0.3361,13,0.105,0.2099,2023-09-10,0.1262,37.54834870574234
Termo eléctrico,20,0.168,2.5,0.4201,12,0.1055,0.2638,2023-09-10,0.1563,37.205427279219236
Lavadora,20,0.2571,1.0,0.2571,14,0.1446,0.1446,2023-09-11,0.11249999999999999,43.75729288214702
Lavavajillas,20,0.2571,1.3,0.3342,15,0.1478,0.1921,2023-09-11,0.1421,42.51944943147816
Secadora,20,0.2571,2.0,0.5142,16,0.1564,0.3129,2023-09-11,0.20129999999999998,39.14819136522753
Termo eléctrico,20,0.2571,2.5,0.6427,2,0.1436,0.3589,2023-09-11,0.28380000000000005,44.157460712618644
Lavadora,20,0.2567,1.0,0.2567,14,0.1527,0.1527,2023-09-12,0.10399999999999998,40.51421893260615
Lavavajillas,20,0.2567,1.3,0.3337,15,0.1561,0.2029,2023-09-12,0.1308,39.196883428228944
Secadora,20,0.2567,2.0,0.5134,16,0.1672,0.3345,2023-09-12,0.17889999999999995,34.846123880015575
Termo eléctrico,20,0.2567,2.5,0.6418,4,0.1424,0.3561,2023-09-12,0.2857,44.51542536615768
Lavadora,20,0.2446,1.0,0.2446,15,0.1463,0.1463,2023-09-13,0.0983,40.1880621422731
Lavavajillas,20,0.2446,1.3,0.318,14,0.1475,0.1917,2023-09-13,0.1263,39.71698113207547
Secadora,20,0.2446,2.0,0.4892,16,0.1481,0.2961,2023-09-13,0.19310000000000005,39.47260834014719
Termo eléctrico,20,0.2446,2.5,0.6114,5,0.1258,0.3145,2023-09-13,0.29690000000000005,48.560680405626435
Lavadora,20,0.2551,1.0,0.2551,14,0.1441,0.1441,2023-09-14,0.11099999999999999,43.512348098784784
Lavavajillas,20,0.2551,1.3,0.3316,15,0.1452,0.1887,2023-09-14,0.1429,43.094089264173704
Secadora,20,0.2551,2.0,0.5101,17,0.1502,0.3004,2023-09-14,0.2097,41.10958635561654
Termo eléctrico,20,0.2551,2.5,0.6377,2,0.1212,0.3029,2023-09-14,0.33480000000000004,52.50117610161519
Lavadora,20,0.2403,1.0,0.2403,15,0.1508,0.1508,2023-09-15,0.08950000000000002,37.24511027881815
Lavavajillas,20,0.2403,1.3,0.3124,16,0.1525,0.1983,2023-09-15,0.11410000000000001,36.52368758002561
Secadora,20,0.2403,2.0,0.4806,14,0.1555,0.3109,2023-09-15,0.16970000000000002,35.31002913025385
Termo eléctrico,20,0.2403,2.5,0.6008,2,0.1364,0.3409,2023-09-15,0.2599,43.2589880159787
Lavadora,20,0.1622,1.0,0.1622,14,0.1038,0.1038,2023-09-16,0.05840000000000001,36.004932182490755
Lavavajillas,20,0.1622,1.3,0.2109,15,0.1055,0.1372,2023-09-16,0.07370000000000002,34.94547178757706
Secadora,20,0.1622,2.0,0.3244,13,0.1069,0.2138,2023-09-16,0.11060000000000003,34.0937114673243
Termo eléctrico,20,0.1622,2.5,0.4055,12,0.1075,0.2688,2023-09-16,0.13670000000000004,33.71146732429101
Lavadora,20,0.1627,1.0,0.1627,13,0.0303,0.0303,2023-09-17,0.13240000000000002,81.37676705593117
Lavavajillas,20,0.1627,1.3,0.2115,14,0.0306,0.0398,2023-09-17,0.1717,81.18203309692672
Secadora,20,0.1627,2.0,0.3254,15,0.0312,0.0623,2023-09-17,0.2631,80.85433312845728
Termo eléctrico,20,0.1627,2.5,0.4067,16,0.0318,0.0796,2023-09-17,0.3271,80.42783378411606
Lavadora,20,0.2609,1.0,0.2609,14,0.1422,0.1422,2023-09-18,0.11870000000000003,45.496358758144886
Lavavajillas,20,0.2609,1.3,0.3391,15,0.1425,0.1852,2023-09-18,0.1539,45.38484222943085
Secadora,20,0.2609,2.0,0.5217,16,0.1454,0.2909,2023-09-18,0.23080000000000006,44.23998466551659
Termo eléctrico,20,0.2609,2.5,0.6522,3,0.1214,0.3034,2023-09-18,0.3488,53.480527445568846
Lavadora,20,0.2497,1.0,0.2497,15,0.1401,0.1401,2023-09-19,0.1096,43.89267120544654
Lavavajillas,20,0.2497,1.3,0.3246,14,0.1402,0.1823,2023-09-19,0.1423,43.83857054836722
Secadora,20,0.2497,2.0,0.4994,16,0.1413,0.2827,2023-09-19,0.2167,43.392070484581495
Termo eléctrico,20,0.2497,2.5,0.6242,4,0.1374,0.3434,2023-09-19,0.2808,44.9855815443768
Lavadora,20,0.2218,1.0,0.2218,16,0.084,0.084,2023-09-20,0.13779999999999998,62.12804328223625
Lavavajillas,20,0.2218,1.3,0.2883,15,0.0896,0.1165,2023-09-20,0.1718,59.59070412764482
Secadora,20,0.2218,2.0,0.4435,14,0.1125,0.225,2023-09-20,0.2185,49.267192784667415
Termo eléctrico,20,0.2218,2.5,0.5544,17,0.1154,0.2885,2023-09-20,0.2659,47.96176046176047
Lavadora,20,0.2278,1.0,0.2278,16,0.1352,0.1352,2023-09-21,0.09260000000000002,40.64969271290607
Lavavajillas,20,0.2278,1.3,0.2961,15,0.1354,0.1761,2023-09-21,0.11999999999999997,40.52684903748733
Secadora,20,0.2278,2.0,0.4556,14,0.1376,0.2753,2023-09-21,0.18030000000000002,39.574187884108866
Termo eléctrico,20,0.2278,2.5,0.5695,4,0.1071,0.2677,2023-09-21,0.3018,52.99385425812117
Lavadora,20,0.2437,1.0,0.2437,14,0.1282,0.1282,2023-09-22,0.11549999999999999,47.39433729995896
Lavavajillas,20,0.2437,1.3,0.3168,15,0.1296,0.1685,2023-09-22,0.14830000000000002,46.811868686868685
Secadora,20,0.2437,2.0,0.4874,16,0.1365,0.273,2023-09-22,0.21439999999999998,43.988510463684854
Termo eléctrico,20,0.2437,2.5,0.6092,4,0.1303,0.3258,2023-09-22,0.2834,46.52002626395272
Lavadora,20,0.1867,1.0,0.1867,14,0.0879,0.0879,2023-09-23,0.0988,52.91912158543117
Lavavajillas,20,0.1867,1.3,0.2427,13,0.1,0.13,2023-09-23,0.1127,46.43592913061392
Secadora,20,0.1867,2.0,0.3733,15,0.1032,0.2064,2023-09-23,0.16690000000000002,44.70934904902224
